FEN;move;first_eval;is_capture;move_impact
r1bqk1nr/ppp2ppp/1bnp4/3P4/2B1P3/5N2/P4PPP/RNBQ1RK1 b kq - 0 9;c6e7;False;18;56
8/pkb1q2p/br2p3/7Q/Pp4R1/7P/1PP3P1/3R3K w - - 8 36;g4g8;False;-160;156
rnbq1rk1/p1ppb1pp/1p2pn2/3P1p2/2P5/P1N1PN2/1P3PPP/R1BQKB1R b KQ - 0 7;e7d6;False;3;68
r1bqk1nr/ppp2ppp/1b1p2n1/3PP3/2B5/5N2/PB3PPP/RN1Q1RK1 b kq - 2 11;g8e7;False;51;93
2rrb1k1/ppq2pbp/4p1p1/2NpPnP1/P2P3P/1PP2N2/1BQ2PK1/R2R4 w - - 7 28;b3b4;False;178;72
6R1/pkb1q2p/b1r1p3/7Q/Pp6/7P/1PP3P1/3R3K w - - 10 37;h5f3;False;-227;83
r2qkb1r/pp3ppp/2n1bn2/1Bpp4/3P4/2N2N2/PPP2PPP/R1BQR1K1 b kq - 6 8;f8e7;False;-21;72
2rrb1k1/pp2qpbp/4p1p1/2NpPnP1/PP1P3P/2P2N2/1BQ2PK1/R2R4 w - - 1 29;h4h5;False;179;74
r2qk2r/pp2bppp/2n1bn2/1Bpp4/3P4/2N1BN2/PPP2PPP/R2QR1K1 b kq - 8 9;f6g4;False;-13;59
6R1/pkb1q2p/2r1p3/8/Ppb5/5Q1P/1PP3P1/3R3K w - - 12 38;g8g5;False;-330;337
rn1q1rk1/pp2bppp/2pp1n2/3P4/B5b1/2N2N2/PPP1QPPP/R1B1R1K1 b - - 3 12;g4f3;True;-47;76
8/pkb1q2p/2r1p3/3b2R1/Pp6/5Q1P/1PP3P1/3R3K w - - 14 39;f3e2;False;-403;366
rn1q1rk1/pp2bppp/2pp1n2/3P4/B7/2N2P2/PPP1QP1P/R1B1R1K1 b - - 0 13;f8e8;False;-43;54
rn1qr1k1/pp2bppp/2pp1n2/3P2B1/B7/2N2P2/PPP1QP1P/R3R1K1 b - - 2 14;b7b5;False;-115;61
2rrb1k1/pp2qpb1/4p3/2NpPnp1/PP1P3p/2P2N2/1B1Q1PK1/6RR w - - 0 33;g2f1;False;148;58
1r2r1k1/p2qbp1p/3p1p2/3N4/p7/5P2/PPP1QP1P/R3R1K1 b - - 1 19;g8f8;False;-223;152
r4rk1/p5pp/2pqp3/2bp4/6Q1/2N1P3/PPP3PP/R3R2K b - - 1 16;f8f2;False;209;80
1r2r3/p2qNpkp/3p1p2/8/p7/4QP2/PPP2P1P/R3R1K1 b - - 0 21;b8b5;False;-88;53
3r2k1/p1r3b1/1p2pq2/3pNnNb/PP1P3p/2P5/1B1Q1P2/5KRR w - - 1 38;f1e1;False;134;68
r3n2k/pb1p3p/1p1p3r/3P1ppq/1PR4P/PB2PN2/5PP1/3Q1RK1 b - - 0 20;g5g4;False;43;80
5rk1/p1r3b1/1p2pq2/3pNnNb/PP1P3p/2P5/1B1Q1P2/4K1RR w - - 3 39;h1h2;False;152;152
r1bq1rk1/ppp1nppp/8/8/2BPRn2/1Q3N2/PP1N1PPP/R5K1 b - - 7 13;e7g6;False;-42;77
r3n2k/p2p3p/bp1p3r/3P1pNq/1P3RpP/PB2P3/5PP1/3Q1RK1 b - - 3 22;a6f1;True;111;92
r1bq1rk1/ppp2ppp/6n1/8/2BPRn2/1Q3N2/PP1N1PPP/4R1K1 b - - 9 14;c8f5;False;-104;51
5rk1/2r3b1/1p2p2q/pP1pNnNb/P2P3p/2P5/1B1Q1P1R/4K1R1 w - - 1 41;b2c1;False;95;177
r2q1rk1/ppp2ppp/6n1/5b2/2BP1n2/1Q2RN2/PP1N1PPP/4R1K1 b - - 11 15;d8d6;False;-99;68
2r3k1/2r3b1/1p2pq2/pP1pNn1b/P2P3p/2P4N/3Q1P1R/2B1K1R1 w - - 5 43;h3f4;False;146;247
r4rk1/ppp2ppp/3q4/4Rb2/2BP1n2/1Q6/PP1N1PPP/4R1K1 b - - 0 17;f5g6;False;-78;82
2r1b1k1/2r3b1/1p2pq2/pP1pNn2/P2P1N1p/2P5/3Q1P1R/2B1K1R1 w - - 7 44;c1b2;False;229;63
r6k/p2p2qp/1p1p1n2/3P2N1/1P1Q2pP/P3P3/2B2PP1/5K2 b - - 0 27;a8e8;False;171;50
4r2k/p2p2qp/1p1p1n2/3P2N1/1P3QpP/P3P3/2B2PP1/5K2 b - - 2 28;h7h6;False;143;93
r4rk1/ppp2ppp/3q2b1/4R3/2BP1n2/1Q3N2/PP3PPP/4R1K1 b - - 2 18;g8h8;False;-157;57
5r1k/p2p2q1/1p1p1n1p/3P4/1P2NQpP/P3P3/2B2PP1/6K1 b - - 3 30;g4g3;False;128;185
8/p4pkp/2rp1p2/5P2/2P2P2/1P4P1/8/3R3K b - - 0 35;c6c5;False;-26;117
r4r1k/ppp2ppp/3q2b1/4R3/2BP1n2/4QN2/PP3PPP/4R1K1 b - - 4 19;f4h5;False;-64;66
8/p4pkp/3R1p2/2r2P2/2P2P2/1P4P1/8/7K b - - 0 36;c5f5;True;-144;198
2r1b1k1/2r3b1/1p1np3/pP1pN3/P2P1N1p/2P1Q3/1B3PR1/1q2K1R1 w - - 13 47;b2c1;False;240;389
2r1b1k1/2r3b1/1p2p3/pP1pNn2/P2P1N1p/2P1Q3/5PR1/1qB1K1R1 w - - 15 48;e3d2;False;-171;253
5r1k/ppp1Qppp/3q1nb1/8/2BP4/5N2/PP3PPP/4R1K1 b - - 2 22;h7h6;False;-40;105
r3k1nr/1pp2ppp/1b1p4/pP2n3/P3P2q/2PB1P2/5P1P/RNBQ1R1K b kq - 2 13;b6f2;True;231;161
r2qk1nr/pppb1ppp/1bnp4/8/2BPP3/1QN2N2/P4PPP/R1B2RK1 b kq - 6 11;c6a5;False;50;52
r3k1nr/1pp2ppp/3p4/pP2n3/P3P2q/2PB1P2/R4b1P/1NBQ1R1K b kq - 1 14;f2b6;False;99;63
5r1k/pp3pp1/3p1nbp/8/2BP4/5N1P/PP3PP1/4R1K1 b - - 0 24;f8e8;False;4;56
r3k2r/1pp2ppp/1b1p1n2/pP2n3/P3P2q/2P2P2/4B1RP/1NBQ1R1K b kq - 5 16;h7h6;False;81;94
r3k2r/1pp2pp1/1b1p1n1p/pP2n3/P3PP1q/2P5/4B1RP/1NBQ1R1K b kq - 0 17;e5g6;False;98;382
r3k2r/1pp2pp1/1b1p1n1p/pP2nP2/P3PR1q/2P5/4B1RP/1NBQ3K b kq - 2 19;h4h3;False;-244;87
7k/p7/1p1p3p/8/1P1P3P/P4P2/5KP1/r4B2 b - - 0 40;a1a3;True;430;322
r2q3r/pppb1kpp/1b1p1n2/n3P1Q1/3P4/2N2N2/P4PPP/R1B2RK1 b - - 0 15;f6e8;False;204;185
r1bqk2r/pppp1ppp/1b5n/nP2N3/2B1P3/8/P1PP1PPP/RNBQK2R w KQkq - 1 7;d2d4;False;-67;84
8/p7/1p1p1k1p/1P6/3P1PPP/r7/5K2/5B2 b - - 0 43;a3b3;False;231;166
r1bqk1r1/ppp2pBp/1b6/nP2p3/2BPP3/8/P1P2PPP/RN1QK2R w KQq - 1 10;c4f7;True;-142;54
r3n1kr/pppbq1pp/1b1pP3/n5N1/3P1Q2/2N5/P4PPP/R1B2RK1 b - - 0 18;d7c8;False;57;57
8/p7/1p1p1k2/1P4Pp/3P1P1P/1r6/4BK2/8 b - - 0 45;f6f5;False;119;119
r1b1nk1r/ppp2Ppp/1b1p4/n2N2N1/3P4/8/P4PPP/R1B1R1K1 b - - 2 22;c8d7;False;147;110
8/p4B2/1p1p4/1P4P1/3P1k1P/1r6/5K2/8 b - - 1 47;b3h3;False;255;348
8/p4B2/1p1p2P1/1P6/3P1k1P/7r/5K2/8 b - - 0 48;h3f3;False;-165;61
rn2k2r/pp2npbp/2p5/3PPbpq/5p2/1BN2N2/PPP3PP/R1BQ1K1R b kq - 0 11;g5g4;False;188;93
5k1r/pppbR1p1/1b1p3p/n2N2N1/3P4/8/PB3PPP/6K1 b - - 1 26;h6g5;True;0;53
r1b1k1r1/ppp4p/8/bP1Nn1q1/3PP3/2P2Q2/P4PPP/R3K2R w KQ - 0 16;d4e5;True;-13;89
8/pp3p2/4nk1p/3p2p1/3P1P2/4KNPP/PP6/8 b - - 0 35;h6h5;False;47;95
8/p4B2/1p1p1kPP/1P4r1/3P4/5K2/8/8 b - - 0 53;g5b5;True;0;136
4B3/p7/1p1p1kPP/1r6/3P4/5K2/8/8 b - - 1 54;b5g5;False;-18;221
8/pp3p2/8/3p2kp/3P4/5KPP/PP6/8 b - - 1 38;g5f5;False;-43;57
r1b1k3/ppp3rp/6q1/bP1NP3/4P2Q/2P5/P4P1P/R3K2R w KQ - 4 19;e1d2;False;162;151
8/pp3p2/8/3p2kp/3P4/5KPP/PP6/8 b - - 5 40;h5h4;False;-39;79
2kr3r/1pp3p1/3p1p2/pP1QnP2/P1N1P1Pp/2P1B3/4Bb2/7K b - - 3 28;f2g3;False;-324;286
5k2/ppNR2p1/1bnp4/3P2p1/4r3/2B5/P4PPP/6K1 b - - 0 30;c6e5;False;-23;102
r1b1k3/ppp4p/8/bP1NP1r1/4P3/2P5/P2K1P1P/R6R w - - 0 21;h1g1;False;7;57
r7/ppp2k1p/4bN2/bP2P3/4P3/2P5/P2K1P1P/6R1 w - - 3 24;f6h7;True;-9;108
r1bq1rk1/ppppbppp/2n5/2nBP3/8/2P1BN2/P4PPP/RN1Q1RK1 b - - 4 10;c5e6;False;116;58
7r/ppp1k3/4b3/bP2P1N1/4P3/2P5/P2K1P1P/6R1 w - - 3 26;h2h3;False;-95;64
r1b1k2r/ppp2pBp/1b6/nP2p1q1/2BPP3/8/P1P2PPP/RN1QK2R w KQkq - 1 10;g7h8;True;12;59
r1bq1rk1/ppp2ppp/2n5/3n4/2BP4/5N2/PP1N1PPP/R2QR1K1 b - - 3 11;d5f4;False;16;52
4rrk1/pp1n1p1p/2p5/3P1q2/3b1Bp1/1B4Q1/PPP3PP/4RK1R b - - 2 20;d4e5;False;454;117
3r4/ppp1k3/8/1P2P1N1/4P1R1/2P1bP1P/b1K5/8 w - - 4 31;g4g2;False;-209;112
2kr4/ppp2p1p/1b3q2/1P2p3/2QPP1b1/8/P1P2PPP/RN3RK1 w - - 1 15;d4e5;True;242;214
r1b1qr1k/p1p1bppp/2p1n3/3pP3/3N1P2/2P1B3/P1QN2PP/3R1RK1 b - - 0 16;g7g6;False;16;50
2kr4/ppp2p1p/1b6/1P2q3/2Q1P1b1/8/P1P2PPP/RN3RK1 w - - 0 16;b1a3;False;82;110
r2q1r1k/ppp3pp/5p2/3Pn3/4NQ2/1B2Rb1P/PP3P1P/R5K1 b - - 3 18;g7g5;False;0;81
3r4/ppp1k3/8/1P2b3/2b1P2P/2P2P1N/2K3R1/8 w - - 0 34;f3f4;False;-242;144
2kr4/ppp2p1p/1b2b3/1P6/4P3/N1q5/P1P1QPPP/R4RK1 w - - 4 18;e2f3;False;-96;86
r2q1r1k/ppp4p/5p2/3PnQp1/4N3/1B2Rb1P/PP3P1P/R5K1 b - - 1 19;f3h5;False;31;154
r3qr1k/p1p1bp1p/2p5/3pPQ2/3P4/4B3/P2N2PP/3R2K1 b - - 0 20;f7f6;False;240;140
r4r1k/ppp4p/5q2/3PQ1pb/8/1B2R2P/PP3P1P/R5K1 b - - 0 21;h8g7;False;-100;151
2kr4/ppp2p1p/4b3/1Pb5/4P3/N4P2/P1P2P1P/R4RK1 w - - 1 20;a3b1;False;-215;273
r3qr1k/p1p1b2p/2p2p1B/3pPQ2/3P4/8/P2N2PP/3R2K1 b - - 1 21;e8g6;False;122;57
5r2/pp3rkp/5q2/3PQ1pb/8/1B2R2P/PP3P1P/5RK1 b - - 4 24;f7d7;False;-222;103
8/pp1r2kp/5r2/3P2pb/8/1B2R2P/PP3P1P/4R1K1 b - - 1 26;h5g6;False;-198;113
6k1/p7/2p2rp1/2bp4/P7/5N2/4K1PP/3R4 b - - 2 29;g8f8;False;221;64
r1b2rk1/ppppnppp/1bn2q2/8/2BNPP2/2P1B3/PP4PP/RN1Q1RK1 b - - 0 9;d7d6;False;88;141
r1b2rk1/ppp1nppp/1bnp1q2/8/2BNPP2/2PQB3/PP4PP/RN3RK1 b - - 1 10;c8e6;False;72;156
r1bqk2r/pppp1ppp/1b5n/nP2N3/2B1P3/8/P1PP1PPP/RNBQK2R w KQkq - 1 7;d2d4;False;-63;54
r4rk1/ppp1nppp/1bnpbq2/1B6/3NPP2/2PQB3/PP4PP/RN3RK1 b - - 3 11;d6d5;False;47;60
r1b1k2r/ppp2pBp/1b6/nP2p1q1/2BPP3/8/P1P2PPP/RN1QK2R w KQkq - 1 10;g7h8;True;3;57
4R3/p7/1p6/1P3kP1/1KP1b3/8/8/3r4 w - - 3 46;g5g6;False;-13;199
r4rk1/ppp1nppp/1b2b1q1/1B1pP3/3P1P2/4B3/PP1Q2PP/RN3RK1 b - - 0 14;e7f5;False;46;76
r4rk1/ppp2ppp/1b2b1q1/1B1pPn2/3P1P2/4B3/PP3QPP/RN3RK1 b - - 2 15;f5e3;True;316;121
r4rk1/ppp2ppp/1b2b3/1B2P3/3PpP2/2N5/PP4PP/R4RK1 b - - 1 18;a8d8;False;247;55
3r1rk1/pp3ppp/1bp1b3/1B2PP2/3Pp3/2N5/PP4PP/R4R1K b - - 0 20;e6c8;False;259;151
8/p7/3k2N1/b7/P1p5/3pK3/6PP/8 b - - 0 39;d3d2;False;567;303
8/p7/3k2N1/b7/P7/2p5/3p2PP/3K4 b - - 1 41;d6c5;False;293;87
8/p7/8/b1k1N3/P7/2p5/3p2PP/3K4 b - - 3 42;a5c7;False;239;85
2b1r1k1/pp4pp/2p1p3/b4P2/3rp3/1BN1R3/PP4PP/5R1K b - - 3 25;a5c3;True;50;74
2b1r1k1/pp4pp/2prp3/5P2/4R3/1BP5/P5PP/5R1K b - - 0 27;g7g6;False;0;262
2b1r1k1/pp5p/2prP1p1/8/4R3/1BP5/P5PP/5R1K b - - 0 28;c8e6;True;-234;147
r1b1k2r/ppp1npp1/1b1p1q2/7p/3NPPn1/2P5/PP2B1PP/RN1Q1RBK b kq - 2 12;e7c6;False;-62;68
r1bqk1nr/pppp1ppp/1b6/nP2N3/2B1P3/8/P1PP1PPP/RNBQK2R b KQkq - 0 6;b6d4;False;68;106
r1bqk2r/pppp1ppp/1bn2n2/8/2BpP3/B1P2N2/P4PPP/RN1Q1RK1 w kq - 4 9;d1b3;False;129;77
rn1qk2r/pbp1npbp/1p4p1/4p3/2B1P3/2P1BN2/PP1N1PPP/R2QK2R w KQkq - 2 9;d1e2;False;183;101
2k3rr/1ppb1p2/1pnp4/5Nqp/1P2P1n1/2P2B2/P5PP/R2Q1RBK b - - 2 19;c6e5;False;-11;60
2k3rr/1ppb1p2/1p1p4/4nNqp/PP2P1n1/2P2B2/6PP/R2Q1RBK b - - 0 20;d7c6;False;-32;88
r2q2kr/ppp3pp/3pbb2/nP6/3PP3/B1P5/P2NQPPP/R3K2R b KQ - 4 13;d8e8;False;229;115
r3q1kr/ppp3pp/3pbb2/nP6/3PP3/B1P5/P2NQPPP/R4RK1 b - - 6 14;e8f7;False;142;55
2r2rk1/p1q1bppp/4pn2/3nN3/PpNP4/1P6/1B2QPPP/2R2RK1 b - - 4 19;f8d8;False;-6;229
rnbqkbn1/ppp2p1r/3p4/4N2p/2BPPppP/8/PPP3P1/RNBQK2R w KQq - 0 8;e5d3;False;119;119
2k3rr/1pp2p2/1p1pb3/1P2nNqp/P3P3/2P1B3/R3Q1PP/5R1K b - - 6 25;g5d8;False;45;51
2rr2k1/p1q1bNpp/4pn2/3n4/PpNP4/1P6/1B2QPPP/2R2RK1 b - - 0 20;d5f4;False;-241;165
r2q1rk1/1b3pbn/pp4n1/2p1p3/2B1P3/2P1B3/PP1NQPP1/2KR3R w - - 0 16;h1h7;True;590;141
4r1kr/pnpb1qpp/1p1p1b2/1P1P4/4PP2/B1PQ1N2/P5PP/2R2RK1 b - - 2 19;h7h6;False;108;269
2k3rr/1pp2p2/1p1pq3/1P2nN1p/P2BP3/2P5/6PP/R3Q2K b - - 4 30;g8g6;False;189;64
r3r1k1/1b3pb1/pp3qQ1/2p1p3/2B1P3/2P1B3/PP1N1PP1/2K4R w - - 1 20;c4f7;True;537;126
r2qk1n1/ppp2p1r/2np4/7p/2BPPQbb/3NB3/PPPK4/RN5R w q - 3 14;c2c3;False;-3;55
4r1kr/pnpb1qp1/1p1p1b1p/1P1P1P2/4P1P1/B1PQ1N2/P6P/4RRK1 b - - 0 22;g8h7;False;216;62
4r2r/pnpb1q1k/1p1p1b1p/1P1P1PP1/4P1P1/B1PQ1N2/P7/4RRK1 b - - 0 24;f6g5;True;124;181
rnbqkb1r/ppp2p1p/5n2/3PN3/2B2ppP/8/PPPP2P1/RNBQK2R b KQkq - 0 7;f8d6;False;133;63
4r2r/pnpb1q1k/1p1p3p/1P1PPPb1/6P1/B1PQ1N2/P7/4RRK1 b - - 0 25;f7g8;False;-111;151
r1bqk1nr/ppp2ppp/8/2bPp3/1nB5/5N2/P1PP1PPP/RNBQK2R w KQkq - 0 6;c1a3;False;50;202
4r1qr/pnpb3k/1p1pP2p/1P1P1Pb1/6P1/B1PQ1N2/P7/4RRK1 b - - 0 26;d7c8;False;-205;339
rnb1kbnr/ppp1qp1p/6p1/3P4/3Np3/8/PPPPQPPP/RNB1KB1R w KQkq - 0 6;c2c4;False;131;79
r3k1n1/1pp1qpr1/p1np4/7p/2BPP1b1/N1PNQ3/PP1K4/5R1R w q - 2 19;d3f4;False;-11;63
rnb1k2r/p3qp1p/2pb4/1B1NN2n/3P1ppP/8/PPP3P1/R1BQK2R b KQkq - 1 12;e7b7;False;65;92
2b1r2r/pnp4k/1p1pPPq1/1P1P1Rp1/6P1/B1PQ4/P7/4R1K1 b - - 1 29;b7d8;False;-365;3631
rnb1k2r/pq3p1p/2pb4/1B1N3n/2NP1ppP/8/PPP3P1/R1BQK2R b KQkq - 3 13;d6e7;False;-7;119
r1b1k1nr/pppnqpbp/6p1/3P4/2P1p3/8/PPNPQPPP/RNB1KB1R w KQkq - 3 8;d2d3;False;73;76
2bnr2r/p1p4k/1p1pPPq1/1P1P1Rp1/6P1/B1PQ4/P3R3/6K1 b - - 3 30;d8f7;False;-497;3498
rn2k2r/pq2bp1p/2p1b3/1B1NQ2n/2NP1ppP/8/PPP3P1/R1B1K2R b KQkq - 7 15;h8f8;False;-153;115
r3k1nr/ppp1qppp/3b4/8/2Bp4/B1N2Q2/P1n2PPP/R4RK1 w kq - 0 12;f3b7;True;454;298
r1b1k1nr/pppnq1bp/6p1/3P4/2P1p3/8/PPN1QPPP/RNB1KB1R w KQkq - 0 10;f2f3;False;72;178
r1b1k2r/pppnq1bp/5np1/3P4/2P1p3/5P2/PPN1Q1PP/RNB1KB1R w KQkq - 1 11;b1d2;False;-72;90
Nn1k1r2/p2qbp1p/2p1b3/NB2Q2n/3P1ppP/8/PPP3P1/R1B1K2R b KQ - 0 18;e7d6;False;-251;229
r2nk3/1pp2p2/p2p4/3B2rp/2NPP1b1/2P5/PP1K4/5R1R w q - 0 24;e4e5;False;36;57
3rk1nr/pQp2ppp/8/3N4/2B5/q2p4/P1n2PPK/2R2R2 w k - 0 16;g2g3;False;178;124
r1b1k2r/ppp1q1bp/5np1/2nP4/2P1p3/5P2/PPNNQ1PP/R1B1KB1R w KQkq - 3 12;f3e4;True;-93;126
r2nk3/1pp2pr1/p7/3BN2p/3P2b1/2P5/PP1K4/5R1R w q - 1 26;e5g4;True;142;98
rnbqk2r/ppp2ppp/3b4/8/6n1/5NP1/PPPPP2P/RNBQKBR1 b Qkq - 2 7;h7h5;False;112;105
4rrk1/ppp3bp/3q1np1/3P2n1/2P5/1N2B3/PPN1Q1PP/R4RK1 w - - 4 19;e2d3;False;82;336
rnb2k1r/p3q2p/2p5/4b2B/3P1ppP/8/PPP3P1/R1BQK2R w KQ - 0 17;d4e5;True;366;168
2rnR2R/1p1k1pr1/p1p5/8/2PP2p1/8/PP1K2B1/8 w - - 1 32;e8f8;False;96;72
4rbk1/ppp4p/3q2p1/3Pn3/2P3n1/1N1QB1P1/PPN3KP/R7 w - - 3 23;d3e2;False;-47;96
r1bqk2r/ppp2pp1/2nb4/8/Q5n1/2P2NP1/PP1PP3/RNBK1BR1 b kq - 0 11;d8f6;False;283;96
4rbk1/ppp4p/3q2p1/3P4/2n3n1/1N2B1P1/PPN1Q1KP/R7 w - - 0 24;e2g4;True;-96;51
r1b1k2r/ppp2pp1/2nb1q2/8/Q2P2n1/2P2NP1/PP2P3/RNBK1BR1 b kq - 0 12;g4f2;False;201;129
r1b1k2r/ppp2pp1/2nb1q2/8/Q2P4/2P2NP1/PP2Pn2/RNB1KBR1 b kq - 2 13;f2e4;False;121;69
6k1/ppp3bp/3q2p1/3P4/6Q1/1N2r1P1/PP4KP/3R4 w - - 2 27;b3d4;False;-72;321
7k/ppp3bp/5qp1/1N1P4/6Q1/4r1P1/PP4KP/3R4 w - - 6 29;d1f1;False;166;633
r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/P2P1PPP/RNBQK2R w KQkq - 1 6;e1g1;False;37;70
r3k2r/ppp2pp1/2n1q3/4P3/Q5b1/2P3P1/PP1BP1B1/R3K1R1 b kq - 2 18;f7f5;False;17;51
7k/ppp3bp/6p1/1N1Pq3/6Q1/4r1P1/P4RKP/8 w - - 2 31;d5d6;False;44;401
7k/pp4bp/3p2p1/1N2q3/6Q1/4r1P1/P4RKP/8 w - - 0 32;b5d6;True;-13;68
7k/pp4bp/3Nq1p1/8/6Q1/4r1P1/P4RKP/8 w - - 1 33;g4f4;False;-3;206
r1bqk1nr/ppp2ppp/1b1p4/n2P4/2B1P3/5N2/P4PPP/RNBQ1RK1 w kq - 1 10;e4e5;False;15;75
7k/pp4b1/3Nq1pp/8/5Q2/4r1P1/P4RKP/8 w - - 0 34;d6b7;True;-208;141
7k/pN4b1/4q1pp/8/5Q2/r5P1/P4RKP/8 w - - 1 35;b7d6;False;-42;214
r4rk1/pp1bq2p/2n1pbp1/3pN3/3P1PQ1/3BB3/PP4PP/2R2RK1 b - - 1 16;f6e5;True;-111;79
r2q2nr/pppb1kpp/1b1p4/n3P3/3P4/2N2N2/P1Q2PPP/R1B2RK1 b - - 0 14;d7g4;False;102;236
r2q2nr/ppp2kpp/1b1p4/n3P3/3P2b1/2N2N2/P1Q2PPP/R1B1R1K1 b - - 2 15;g4f3;True;-22;62
r1br3k/ppp1qppp/1b1p4/3PPn2/2Q1N3/B4N2/P4PPP/3RR1K1 w - - 11 18;f3g5;False;313;259
r2q3r/ppp2kpp/1b1p1n2/n3P3/3P4/2N2Q2/P4PPP/R1B1R1K1 b - - 0 17;h8e8;False;-80;99
rnbqkb1r/pppp1p1p/5n2/4N3/4PppP/8/PPPP2P1/RNBQKB1R w KQkq - 2 6;f1c4;False;-105;52
rnb2rk1/ppppq1pp/4p3/8/3PB3/2P5/PP3PPP/R2QK1NR b KQ - 0 9;b8c6;False;-36;80
r4k1r/pp2np1p/3p4/3n2p1/3P1p2/1B3KP1/PPP4P/R1B1R3 w - - 0 17;c1d2;False;82;82
r2qr3/ppp2kpp/1bnp1P2/6B1/3P4/2N2Q2/P4PPP/R3R1K1 b - - 0 19;e8e1;True;-132;182
r1b2rk1/ppp1q1pp/2n1p3/3p4/3P4/2P5/PPB1QPPP/R3K1NR b KQ - 1 11;e7g5;False;75;101
rnb1k2r/ppp1qp1p/3b4/3PN2n/2BP1ppP/2N5/PPP3P1/R1BQK2R w KQkq - 3 10;c4b5;False;-27;80
r4rk1/ppp3pp/2n5/3pP1q1/6b1/2P1Q1P1/PPB2P1P/R3K1NR b KQ - 2 14;g5h5;False;201;101
r6k/ppp2q1p/1bnp1p1B/3N4/3PR2Q/8/P4PPP/6K1 b - - 9 25;f7g6;False;0;207
r6k/ppp4p/1bnp1pqB/8/3PRN1Q/8/P4PPP/6K1 b - - 11 26;g6f5;False;-209;290
r2qk1nr/ppp1nppp/1b1p4/1P2p3/4PP2/2P2B2/P2P2PP/RNBQK2R w KQkq - 1 9;d2d4;False;45;53
rnbk3r/p4p1p/2p2q2/1B5n/5ppP/2N5/PPP1Q1P1/R1B1R1K1 w - - 0 16;c3e4;False;316;124
rnbk3r/p4p1p/2p5/1B5n/4Nppq/8/PPP1Q1P1/R1B1R1K1 w - - 0 17;c1f4;True;370;115
r1bqkb1r/pppp1ppp/2nn4/3Bp3/3P4/5N2/PPP2PPP/RNBQ1RK1 b kq - 2 6;e5e4;False;0;70
rnb1k2r/ppp1qp1p/3b1n2/3PN3/2BP1ppP/8/PPP3P1/RNBQK2R w KQkq - 1 9;c1f4;True;43;95
r1bq1rk1/pppp1ppp/2nn1b2/3BN3/3PpB2/2N5/PPP2PPP/R2QR1K1 b - - 7 10;d6f5;False;-86;156
rnb1k1nr/ppp2p1p/3p4/6q1/3PPp1b/8/PPP2NP1/RNBQKB1R w KQkq - 2 9;b1c3;False;-33;55
r1bq1rk1/pppp1pnp/2n2bNQ/3B4/3PpB2/2N5/PPP2PPP/R3R1K1 b - - 2 13;h7g6;True;46;127
r1bq1rk1/pppp1pb1/2B3p1/8/3PNn2/5Q2/PPP2PPP/R3R1K1 b - - 1 17;d7c6;True;526;104
2kr2r1/p1pbqp1p/2pp4/4P3/3PNpn1/3N1Qb1/PPPB2P1/2KR3R w - - 3 18;d3c5;False;275;390
2kr2r1/p1pbqp1p/2p5/2N1P3/3P1p2/4nQb1/PPPB2P1/2KR3R w - - 1 20;f3e2;False;-63;103
3r3k/p3qr1p/bppbp3/3p1np1/P2PpP2/1P2P1PB/1BPQNR1P/2R4K b - - 1 24;d8g8;False;67;51
r4rk1/ppq1bppp/2ppnn2/4p3/4P3/2PP2PP/PPB1QP2/RNB2RK1 w - - 1 13;f2f4;False;27;62
rnb1kbnr/ppp2ppp/4q3/8/5p2/2N2N2/PPPP2PP/R1BQKB1R w KQkq - 2 6;e1f2;False;19;59
r3r1k1/ppq1bppp/2ppnn2/4p3/4PP2/2PP2PP/PPB1Q3/RNB2RK1 w - - 1 14;b1d2;False;113;113
6rk/p3q2p/bppbp3/3p1r2/P2PpP2/1P2P3/1BPQNR1P/5R1K b - - 0 27;a6c8;False;136;127
3rr1k1/ppq1bppp/2ppnn2/4p3/4PP2/2PP2PP/PPBNQ3/R1B2RK1 w - - 3 15;d2f3;False;116;50
2br1r2/1pp1qppk/p1np1n1p/4p3/3PP2B/1BP1QN2/P1P2PPP/4RRK1 w - - 0 15;f3d2;False;8;52
6rk/p2bq2p/1ppbpr2/3p4/P2PpP2/1P2P1N1/1BPQ2RP/6RK b - - 6 30;d7e8;False;20;165
r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 1 7;d4c3;True;21;61
r1b1k1nr/pppp1ppp/2n3q1/4P3/2B5/2Q2N2/P4PPP/R1B2RK1 b kq - 0 11;b7b6;False;-111;96
r4knr/ppp2ppp/3qb3/3NR3/3P1B2/5N2/PPP2KPP/R2Q4 w - - 1 14;d1d2;False;627;250
2br1r1k/1pp3q1/p1np1p1n/4p1pp/3PP3/1BPQNPBP/P1P3P1/4RRK1 w - - 4 22;g3f2;False;46;82
7k/4b2p/1pp1p1r1/p2p1b1Q/P2PpP2/1P2P3/1BP2K1P/8 b - - 3 38;h8g7;False;67;139
r1b1k2r/p1pp1ppp/1pn3qn/4P1N1/2B5/2Q5/P4PPP/R1B1R1K1 b kq - 3 13;e8g8;False;-88;135
3brnk1/ppqr2pn/2p2p1B/3ppP2/4P3/2PP1N1P/PPB1Q1R1/R6K w - - 0 25;a1g1;False;404;108
